member_id,email,username,loyalty_tier
M2001,allisonh124@rewardsportal.org,allisonh124,Silver
M2629,dennisga804@rewardsportal.org,dennisga804,Silver
M2263,denisegu51@rewardsportal.org,denisegu51,Silver
M2787,travishi287@rewardsportal.org,travishi287,Platinum
M2842,danielco180@rewardsportal.org,danielco180,Silver
M3101,lorijord624@rewardsportal.org,lorijord624,Bronze
M2435,erinlane90@rewardsportal.org,erinlane90,Gold
M2421,brendafe325@rewardsportal.org,brendafe325,Bronze
M2367,amandaba793@rewardsportal.org,amandaba793,Bronze
M2430,loririle424@rewardsportal.org,loririle424,Silver
M3176,ronaldbr424@rewardsportal.org,ronaldbr424,Silver
M2973,jamesdav545@rewardsportal.org,jamesdav545,Gold
M2873,jessicab130@rewardsportal.org,jessicab130,Bronze
M3089,susanval277@rewardsportal.org,susanval277,Bronze
M2095,kristybr910@rewardsportal.org,kristybr910,Bronze
M2012,connorwe280@rewardsportal.org,connorwe280,Silver
M2083,dwaynetu951@rewardsportal.org,dwaynetu951,Bronze
M2105,kennethd55@rewardsportal.org,kennethd55,Bronze
M2494,camerons881@rewardsportal.org,camerons881,Bronze
M2912,johnharr475@rewardsportal.org,johnharr475,Bronze
M2356,christin439@rewardsportal.org,christin439,Silver
M2682,juliesan283@rewardsportal.org,juliesan283,Bronze
M3165,robertri543@rewardsportal.org,robertri543,Bronze
M2193,seansilv996@rewardsportal.org,seansilv996,Silver
M2996,patricia801@rewardsportal.org,patricia801,Silver
M2252,arthurjo445@rewardsportal.org,arthurjo445,Silver
M2450,sharonan48@rewardsportal.org,sharonan48,Bronze
M3036,keithhul914@rewardsportal.org,keithhul914,Bronze
M2586,bethanyh600@rewardsportal.org,bethanyh600,Silver
M2244,davidmon111@rewardsportal.org,davidmon111,Silver
M2213,antoniom274@rewardsportal.org,antoniom274,Bronze
M2944,sandrawh369@rewardsportal.org,sandrawh369,Bronze
M2307,sharonyo250@rewardsportal.org,sharonyo250,Silver
M2761,mariafos767@rewardsportal.org,mariafos767,Silver
M2140,jaredlop972@rewardsportal.org,jaredlop972,Silver
M2689,jakeskin499@rewardsportal.org,jakeskin499,Silver
M2910,brittany911@rewardsportal.org,brittany911,Bronze
M2041,jasonnor13@rewardsportal.org,jasonnor13,Gold
M2292,kennethh791@rewardsportal.org,kennethh791,Bronze
M2940,michaelr749@rewardsportal.org,michaelr749,Silver
M2785,johnmend926@rewardsportal.org,johnmend926,Platinum
M2665,laurenmo945@rewardsportal.org,laurenmo945,Bronze
M2776,stephani549@rewardsportal.org,stephani549,Gold
M3174,saragree707@rewardsportal.org,saragree707,Silver
M2887,joshuami478@rewardsportal.org,joshuami478,Silver
M2686,emilylee524@rewardsportal.org,emilylee524,Gold
M2261,brittney891@rewardsportal.org,brittney891,Silver
M3136,troyjeff952@rewardsportal.org,troyjeff952,Gold
M2115,michaels645@rewardsportal.org,michaels645,Bronze
M2626,jeffreyp607@rewardsportal.org,jeffreyp607,Gold
M2905,jamesmor897@rewardsportal.org,jamesmor897,Bronze
M3061,amandate950@rewardsportal.org,amandate950,Bronze
M2578,timothye926@rewardsportal.org,timothye926,Gold
M3138,danagrif888@rewardsportal.org,danagrif888,Silver
M2727,staceycl319@rewardsportal.org,staceycl319,Platinum
M2664,kimberly766@rewardsportal.org,kimberly766,Gold
M3114,michaelp596@rewardsportal.org,michaelp596,Silver
M2406,jeffreyh36@rewardsportal.org,jeffreyh36,Platinum
M2507,biancane633@rewardsportal.org,biancane633,Bronze
M2300,louismor112@rewardsportal.org,louismor112,Platinum
M2280,erindani427@rewardsportal.org,erindani427,Bronze
M3028,nathanbu96@rewardsportal.org,nathanbu96,Silver
M2906,stevemcc265@rewardsportal.org,stevemcc265,Silver
M2016,danielba687@rewardsportal.org,danielba687,Gold
M2333,jimmylee50@rewardsportal.org,jimmylee50,Gold
M2704,allisonb84@rewardsportal.org,allisonb84,Bronze
M2743,faithjoh611@rewardsportal.org,faithjoh611,Silver
M2835,travisch658@rewardsportal.org,travisch658,Bronze
M2366,williamj815@rewardsportal.org,williamj815,Bronze
M2178,alexande424@rewardsportal.org,alexande424,Bronze
M2884,markjone510@rewardsportal.org,markjone510,Bronze
M2097,jerrytho836@rewardsportal.org,jerrytho836,Silver
M2946,duaneeng576@rewardsportal.org,duaneeng576,Silver
M2571,edwardch667@rewardsportal.org,edwardch667,Bronze
M2574,elizabet796@rewardsportal.org,elizabet796,Bronze
M2666,gracenor190@rewardsportal.org,gracenor190,Platinum
M2625,adammeye387@rewardsportal.org,adammeye387,Silver
M3157,juliedou887@rewardsportal.org,juliedou887,Silver
M2997,wandarog788@rewardsportal.org,wandarog788,Bronze
M2914,richardc660@rewardsportal.org,richardc660,Silver
M2314,cynthiaa194@rewardsportal.org,cynthiaa194,Bronze
M2543,debrahop639@rewardsportal.org,debrahop639,Bronze
M2511,amberwhi621@rewardsportal.org,amberwhi621,Bronze
M2767,sabrinaw79@rewardsportal.org,sabrinaw79,Bronze
M3155,paulwilk102@rewardsportal.org,paulwilk102,Bronze
M2340,sandraha774@rewardsportal.org,sandraha774,Gold
M2205,sheilajo190@rewardsportal.org,sheilajo190,Silver
M3170,michaelh277@rewardsportal.org,michaelh277,Silver
M2601,earlhern330@rewardsportal.org,earlhern330,Gold
M2808,lydiawat286@rewardsportal.org,lydiawat286,Bronze
M2834,philipfi824@rewardsportal.org,philipfi824,Silver
M3120,jennifer90@rewardsportal.org,jennifer90,Bronze
M2379,alexande543@rewardsportal.org,alexande543,Silver
M2803,danalync643@rewardsportal.org,danalync643,Gold
M2444,garyturn788@rewardsportal.org,garyturn788,Bronze
M3078,dariusly181@rewardsportal.org,dariusly181,Gold
M3132,drkathry494@rewardsportal.org,drkathry494,Bronze
M2056,mistywhi675@rewardsportal.org,mistywhi675,Bronze
M2968,michaelc69@rewardsportal.org,michaelc69,Bronze
M3110,rebeccas694@rewardsportal.org,rebeccas694,Gold
M3195,kellytho807@rewardsportal.org,kellytho807,Silver
M3066,robertmo149@rewardsportal.org,robertmo149,Silver
M2489,amandawh482@rewardsportal.org,amandawh482,Gold
M2958,racheldi278@rewardsportal.org,racheldi278,Bronze
M3192,johndani901@rewardsportal.org,johndani901,Bronze
M2432,leahrodr185@rewardsportal.org,leahrodr185,Silver
M2509,tylerbro254@rewardsportal.org,tylerbro254,Silver
M2764,petersan667@rewardsportal.org,petersan667,Silver
M3152,seansmit618@rewardsportal.org,seansmit618,Bronze
M2255,johnsmit776@rewardsportal.org,johnsmit776,Platinum
M3179,scottmoo663@rewardsportal.org,scottmoo663,Platinum
M2351,anthonyf674@rewardsportal.org,anthonyf674,Bronze
M2277,matthews458@rewardsportal.org,matthews458,Silver
M3166,gloriagr17@rewardsportal.org,gloriagr17,Platinum
M2320,ashleyfe611@rewardsportal.org,ashleyfe611,Silver
M2373,katelyns612@rewardsportal.org,katelyns612,Bronze
M3008,kimberly616@rewardsportal.org,kimberly616,Bronze
M2199,matthewb318@rewardsportal.org,matthewb318,Silver
M2995,tylervas485@rewardsportal.org,tylervas485,Silver
M2961,kyledavi728@rewardsportal.org,kyledavi728,Bronze
M2548,jasonpre45@rewardsportal.org,jasonpre45,Bronze
M2826,jennifer336@rewardsportal.org,jennifer336,Silver
M3145,nicholas528@rewardsportal.org,nicholas528,Bronze
M2420,fernando704@rewardsportal.org,fernando704,Silver
M2117,joshuawe191@rewardsportal.org,joshuawe191,Bronze
M2621,jessicap176@rewardsportal.org,jessicap176,Platinum
M2875,victorwi438@rewardsportal.org,victorwi438,Bronze
M2708,kimberly671@rewardsportal.org,kimberly671,Bronze
M2902,courtney309@rewardsportal.org,courtney309,Silver
M2553,jacobtho417@rewardsportal.org,jacobtho417,Silver
M2295,elizabet430@rewardsportal.org,elizabet430,Bronze
M3187,arielwat390@rewardsportal.org,arielwat390,Silver
M2674,christop479@rewardsportal.org,christop479,Bronze
M2465,sallyleo300@rewardsportal.org,sallyleo300,Silver
M3055,shawnhal587@rewardsportal.org,shawnhal587,Silver
M3053,valeriek765@rewardsportal.org,valeriek765,Bronze
M2078,danielme990@rewardsportal.org,danielme990,Platinum
M2754,jennifer56@rewardsportal.org,jennifer56,Gold
M2742,hollykin50@rewardsportal.org,hollykin50,Bronze
M2245,sierraan686@rewardsportal.org,sierraan686,Bronze
M2287,jamestat884@rewardsportal.org,jamestat884,Bronze
M2235,davidcan973@rewardsportal.org,davidcan973,Bronze
M2037,jessepar551@rewardsportal.org,jessepar551,Platinum
M2610,stevenmo56@rewardsportal.org,stevenmo56,Bronze
M2594,mariecha336@rewardsportal.org,mariecha336,Platinum
M3058,deannawa626@rewardsportal.org,deannawa626,Bronze
M2068,brittney671@rewardsportal.org,brittney671,Bronze
M2593,debrawol631@rewardsportal.org,debrawol631,Bronze
M2956,edwardbe791@rewardsportal.org,edwardbe791,Platinum
M2730,brianabr651@rewardsportal.org,brianabr651,Bronze
M2784,audreywi813@rewardsportal.org,audreywi813,Silver
M2500,thomassm239@rewardsportal.org,thomassm239,Bronze
M2721,phillipc698@rewardsportal.org,phillipc698,Gold
M3154,jeremycl867@rewardsportal.org,jeremycl867,Silver
M3111,loristep784@rewardsportal.org,loristep784,Bronze
M2635,scottram717@rewardsportal.org,scottram717,Bronze
M2086,emilycol262@rewardsportal.org,emilycol262,Silver
M2473,ashleebr105@rewardsportal.org,ashleebr105,Silver
M2636,rogermas636@rewardsportal.org,rogermas636,Gold
M2364,carlyjor667@rewardsportal.org,carlyjor667,Silver
M2555,donaldwi521@rewardsportal.org,donaldwi521,Bronze
M2865,chelseal601@rewardsportal.org,chelseal601,Gold
M2411,heatherg658@rewardsportal.org,heatherg658,Bronze
M2897,marymurr612@rewardsportal.org,marymurr612,Bronze
M2695,barbaram124@rewardsportal.org,barbaram124,Gold
M2917,kennetha858@rewardsportal.org,kennetha858,Bronze
M2659,heatherr15@rewardsportal.org,heatherr15,Platinum
M3167,jeremyjo584@rewardsportal.org,jeremyjo584,Silver
M3001,omarjohn754@rewardsportal.org,omarjohn754,Bronze
M3079,stevensn851@rewardsportal.org,stevensn851,Silver
M3191,joshuava400@rewardsportal.org,joshuava400,Bronze
M2304,michaels92@rewardsportal.org,michaels92,Gold
M2438,breannap532@rewardsportal.org,breannap532,Platinum
M2175,jasonjac569@rewardsportal.org,jasonjac569,Gold
M3019,jessicae627@rewardsportal.org,jessicae627,Bronze
M2795,annayang819@rewardsportal.org,annayang819,Silver
M2454,jameslee927@rewardsportal.org,jameslee927,Bronze
M3095,ryantayl204@rewardsportal.org,ryantayl204,Silver
M3026,analopez860@rewardsportal.org,analopez860,Bronze
M2070,sandradr559@rewardsportal.org,sandradr559,Bronze
M2679,jessicam695@rewardsportal.org,jessicam695,Bronze
M2937,kristine905@rewardsportal.org,kristine905,Silver
M2892,jaredcha445@rewardsportal.org,jaredcha445,Silver
M2741,meganran284@rewardsportal.org,meganran284,Silver
M2324,drrobert312@rewardsportal.org,drrobert312,Bronze
M2590,amycanno836@rewardsportal.org,amycanno836,Bronze
M3190,williamb493@rewardsportal.org,williamb493,Silver
M3031,kristinc104@rewardsportal.org,kristinc104,Bronze
M2434,jonathon259@rewardsportal.org,jonathon259,Silver
M2106,deniseho662@rewardsportal.org,deniseho662,Bronze
M2247,gracewhi471@rewardsportal.org,gracewhi471,Silver
M2697,nicolehe345@rewardsportal.org,nicolehe345,Bronze
M2155,antoniom916@rewardsportal.org,antoniom916,Gold
M2713,katherin864@rewardsportal.org,katherin864,Gold
M2521,tonydors653@rewardsportal.org,tonydors653,Gold
M2788,paulamej957@rewardsportal.org,paulamej957,Gold
M2439,emilyjor369@rewardsportal.org,emilyjor369,Platinum
M2786,heidiper226@rewardsportal.org,heidiper226,Gold
M2974,leahcoll275@rewardsportal.org,leahcoll275,Bronze
M3051,timothyp407@rewardsportal.org,timothyp407,Platinum
M2211,kimberly398@rewardsportal.org,kimberly398,Bronze
M2572,kathrynm539@rewardsportal.org,kathrynm539,Bronze
M2567,patricia488@rewardsportal.org,patricia488,Bronze
M2451,susansua88@rewardsportal.org,susansua88,Gold
M2477,roberttu168@rewardsportal.org,roberttu168,Bronze
M3105,kendramo103@rewardsportal.org,kendramo103,Silver
M2763,phillipm569@rewardsportal.org,phillipm569,Bronze
M3029,samuelva86@rewardsportal.org,samuelva86,Platinum
M3112,tyleraus870@rewardsportal.org,tyleraus870,Gold
M2311,alexandr57@rewardsportal.org,alexandr57,Gold
M2895,kimberly99@rewardsportal.org,kimberly99,Gold
M2092,katiemar19@rewardsportal.org,katiemar19,Silver
M3185,nataliec680@rewardsportal.org,nataliec680,Bronze
M2760,craigobr851@rewardsportal.org,craigobr851,Platinum
M2198,martinwi652@rewardsportal.org,martinwi652,Bronze
M3194,robertpe156@rewardsportal.org,robertpe156,Gold
M2992,marygree875@rewardsportal.org,marygree875,Bronze
M2316,marissan519@rewardsportal.org,marissan519,Bronze
M2698,nicholas220@rewardsportal.org,nicholas220,Silver
M2203,meghanwh852@rewardsportal.org,meghanwh852,Bronze
M2288,carlosha529@rewardsportal.org,carlosha529,Gold
M2278,thomasto655@rewardsportal.org,thomasto655,Gold
M3122,markthom337@rewardsportal.org,markthom337,Platinum
M2319,richardr569@rewardsportal.org,richardr569,Bronze
M2233,michaeln597@rewardsportal.org,michaeln597,Silver
M2505,jefferyb937@rewardsportal.org,jefferyb937,Bronze
M2756,lisali603@rewardsportal.org,lisali603,Bronze
M2566,alexmcca36@rewardsportal.org,alexmcca36,Silver
M2042,samantha522@rewardsportal.org,samantha522,Silver
M2765,sandrasa977@rewardsportal.org,sandrasa977,Bronze
M2715,evelynda554@rewardsportal.org,evelynda554,Gold
M2891,sarahtho788@rewardsportal.org,sarahtho788,Bronze
M2077,kevintho281@rewardsportal.org,kevintho281,Bronze
M2049,matthewh909@rewardsportal.org,matthewh909,Platinum
M2648,jameshol702@rewardsportal.org,jameshol702,Bronze
M2232,jennifer663@rewardsportal.org,jennifer663,Bronze
M2554,kelseyga993@rewardsportal.org,kelseyga993,Bronze
M2207,ruthrich803@rewardsportal.org,ruthrich803,Silver
M2598,leonarde109@rewardsportal.org,leonarde109,Bronze
M2799,alexgrah344@rewardsportal.org,alexgrah344,Silver
M3060,mistyher835@rewardsportal.org,mistyher835,Bronze
M2490,kaylawat550@rewardsportal.org,kaylawat550,Platinum
M2270,robertda47@rewardsportal.org,robertda47,Bronze
M2638,shawnhar222@rewardsportal.org,shawnhar222,Bronze
M3134,trevorgo421@rewardsportal.org,trevorgo421,Bronze
M2196,shawncol703@rewardsportal.org,shawncol703,Bronze
M2486,bryanmil469@rewardsportal.org,bryanmil469,Silver
M3041,deniseca566@rewardsportal.org,deniseca566,Platinum
M2268,jennifer431@rewardsportal.org,jennifer431,Silver
M2024,jeremyle711@rewardsportal.org,jeremyle711,Gold
M2264,michaelc462@rewardsportal.org,michaelc462,Bronze
M2569,traciewi746@rewardsportal.org,traciewi746,Silver
M2398,jerrysan973@rewardsportal.org,jerrysan973,Gold
M2577,erichays240@rewardsportal.org,erichays240,Platinum
M2015,krystals601@rewardsportal.org,krystals601,Silver
M2377,cynthiar472@rewardsportal.org,cynthiar472,Bronze
M2580,matthews138@rewardsportal.org,matthews138,Bronze
M2163,victoryo470@rewardsportal.org,victoryo470,Gold
M2607,morgancu698@rewardsportal.org,morgancu698,Bronze
M2414,cindyfue805@rewardsportal.org,cindyfue805,Silver
M2971,misskath189@rewardsportal.org,misskath189,Bronze
